lat lon EWID NMID EW_abu_m2 Bacterivores Fungivores Herbivores Omnivores Predators Unidentified Total_Number
52.65 6.31 8728 1447 218.8 3684 88 1228 307 44 1140 6490
52.66 6.31 8710 1447 167.2 3684 88 1228 307 44 1140 6490
52.67 6.3 8724.5 1447 106.86699999999999 3684 88 1228 307 44 1140 6490
52.69 6.37 8728 1458 218.8 709 233.5 238 104.5 9 0 1293
52.7 6.37 8710 1457 167.2 1340 358 421 202 16 0 2336
52.71 6.36 8724.5 1458 106.86699999999999 709 233.5 238 104.5 9 0 1293
52.71 6.37 8710 1459 167.2 78 109 55 7 2 0 250
52.72 6.36 8710 1461 167.2 1745 109 1391 136 0 709 4090
52.72 6.38 3794 1457 4.166667 1340 358 421 202 16 0 2336
52.73 6.35 8724.5 1461 106.86699999999999 1745 109 1391 136 0 709 4090
52.73 6.38 3794 1459 4.166667 78 109 55 7 2 0 250
52.73 6.41 8714.5 1458 102.35 709 233.5 238 104.5 9 0 1293
52.74 6.36 3794 1461 4.166667 1745 109 1391 136 0 709 4090
52.74 6.4 8714.5 1461 102.35 1745 109 1391 136 0 709 4090
52.74 6.44 3794 1462 4.166667 3493 106 2382 688 371 847 7886
52.74 6.47 8714.5 1462 102.35 3493 106 2382 688 371 847 7886
52.75 6.62 3786.5 1458 55.46875 1970.5 55.5 426.5 42 55.5 255.5 2806.5
52.77 6.55 3786.5 1462 55.46875 3493 106 2382 688 371 847 7886
52.79 -6.8 3140 1465 176.5 608.7560011 44.27316372 354.1853097 0 188.1609458 0 1195.37542
52.79 6.49 8727 1462 268.8 3493 106 2382 688 371 847 7886
52.79 6.51 8726 1462 145.3 3493 106 2382 688 371 847 7886
52.79 6.6 3787 1470 98.4375 2391 149 2429 75 336 299 5679
52.79 6.61 3786 1470 12.5 2391 149 2429 75 336 299 5679
52.8 6.61 3786.5 1472 55.46875 2503 237 2063 101 203 34 5141
52.81 6.56 8726 1470 145.3 2391 149 2429 75 336 299 5679
52.81 6.62 3787 1475 98.4375 1834 143 1667 0 24 24 3692
52.81 6.63 3786.3333333333335 1478.3333333333333 41.145833333333336 1576.6666666666667 125.66666666666667 3215 182.66666666666666 8 34 5142
52.82 6.54 8727 1470 268.8 2391 149 2429 75 336 299 5679
52.82 6.57 8726 1472 145.3 2503 237 2063 101 203 34 5141
52.82 6.58 5433 1483.6666666666667 85.41250000000001 1394.3333333333333 208.33333333333334 1809.6666666666667 100.33333333333333 58.333333333333336 333.3333333333333 3904.3333333333335
52.82 6.62 3786.5 1489 55.46875 2615 201 1844 134 134 168 5095
52.83 6.42 8727 1474 268.8 984.5 49 494 116 19 949 2611.5
52.83 6.46 8727 1479 268.8 47 108 113 2 0 4 273
52.83 6.48 8726 1479 145.3 47 108 113 2 0 4 273
52.83 6.55 8727 1472 268.8 2503 237 2063 101 203 34 5141
52.84 -8.35 3160.3333333333335 1478 2.6666666666666665 526.7353991 81.884947055 1186.50302245 231.52907155 59.97887484 0 2086.6313149999996
52.84 6.54 8726 1488 145.3 1174.5 241 1881 150.5 75.5 488 4010.5
52.84 6.58 8726 1489 145.3 2615 201 1844 134 134 168 5095
52.84 6.63 3789.5 1470 225 2391 149 2429 75 336 299 5679
52.85 6.46 8727 1494 268.8 2469 193 1890 270 0 964 5787
52.85 6.48 8726 1494 145.3 2469 193 1890 270 0 964 5787
52.85 6.52 8727 1488 268.8 1174.5 241 1881 150.5 75.5 488 4010.5
52.85 6.64 3789.5 1472 225 2503 237 2063 101 203 34 5141
52.86 6.35 3756 1474 4.166667 984.5 49 494 116 19 949 2611.5
52.86 6.65 3789.5 1475 225 1834 143 1667 0 24 24 3692
52.86 6.66 3789.5 1480 225 1448 117 3989 274 0 39 5867
52.86 6.82 3765 1473 25.000004 2240 90 784 45 22 202 3382
52.87 -6.65 3147 1490 259.5 741.9028244 81.14562142 359.3591806 57.96115816 92.73785305 0 1333.106638
52.87 6.34 3770 1474 54.166664 984.5 49 494 116 19 949 2611.5
52.87 6.39 3756 1479 4.166667 47 108 113 2 0 4 273
52.87 6.44 8722.5 1479 218.00300000000001 47 108 113 2 0 4 273
52.87 6.51 8727 1502 268.8 2027.5 44 447.5 64.5 29.5 32 2644.5
52.87 6.61 3789.5 1488 225 1174.5 241 1881 150.5 75.5 488 4010.5
52.87 6.65 3789.5 1489 225 2615 201 1844 134 134 168 5095
52.87 6.69 3789.5 1485 225 1367.6666666666667 92 766.6666666666666 25.333333333333332 58.666666666666664 48.333333333333336 2358.3333333333335
52.87 6.87 3765 1482 25.000004 8889 304 365 61 61 0 9680
52.88 6.51 8722.5 1488 218.00300000000001 1174.5 241 1881 150.5 75.5 488 4010.5
52.88 6.71 3789.5 1492 225 2845 10 500 0 0 921 4276
52.88 6.78 3765 1485 25.000004 1367.6666666666667 92 766.6666666666666 25.333333333333332 58.666666666666664 48.333333333333336 2358.3333333333335
52.89 6.38 3770 1494 54.166664 2469 193 1890 270 0 964 5787
52.89 6.39 3756 1494 4.166667 2469 193 1890 270 0 964 5787
52.89 6.45 8722.5 1494 218.00300000000001 2469 193 1890 270 0 964 5787
52.89 6.72 3789.5 1495 225 1633 99 462 280 66 0 2540
52.89 6.79 3765 1492 25.000004 2845 10 500 0 0 921 4276
52.89 6.8 3765 1495 25.000004 1633 99 462 280 66 0 2540
52.89 6.88 3765 1496 25.000004 4907 0 307 0 136 0 5350
52.89 6.91 3765 1497 25.000004 9632 67 539 67 67 0 10373
52.9 6.32 3770 1501 54.166664 2887 219 1645 292 365 73 5482
52.9 6.33 3763 1499.5 29.1666655 1545.5 270 894 148 182.5 36.5 3077.5
52.9 6.34 3756 1498 4.166667 204 321 143 4 0 0 673
52.9 6.39 8722.5 1499.5 218.00300000000001 1545.5 270 894 148 182.5 36.5 3077.5
52.9 6.6 3789.5 1502 225 2027.5 44 447.5 64.5 29.5 32 2644.5
52.9 6.66 3789.5 1503 225 79 41 69 3 0 3 193
52.9 6.73 3789.5 1507 225 1783 79 1311 236 52 472 3933
52.9 6.84 3765 1499 25.000004 2546 177 1803 212 248 318 5304
52.9 6.89 3765 1500 25.000004 2791 121 825 0 49 0 3787
52.91 6.37 3770 1505 54.166664 736 109 639 24 0 12 1520
52.91 6.38 3756 1505 4.166667 736 109 639 24 0 12 1520
52.91 6.44 8722.5 1505 218.00300000000001 736 109 639 24 0 12 1520
52.91 6.49 8722.5 1504 218.00300000000001 1392.75 41.5 519.25 128.75 46.75 157.5 2285.75
52.91 6.81 3765 1507 25.000004 1783 79 1311 236 52 472 3933
52.92 6.66 3789.5 1510 225 1648 45 348 76 272 15 2405
52.92 6.67 3789.5 1512 225 2949 402 5965 469 0 268 10053
52.92 6.68 3789.5 1511 225 1797 268 1609 188 161 0 4023
52.92 6.74 3771 1495 104.16666129999999 1633 99 462 280 66 0 2540
52.92 6.81 3765 1508 25.000004 2524.6666666666665 90.66666666666667 1128 73.66666666666667 49.333333333333336 212.33333333333334 4078.3333333333335
52.93 6.68 3771 1503 104.16666129999999 79 41 69 3 0 3 193
52.94 6.74 3771 1507 104.16666129999999 1783 79 1311 236 52 472 3933
52.95 6.75 3771 1508 104.16666129999999 2524.6666666666665 90.66666666666667 1128 73.66666666666667 49.333333333333336 212.33333333333334 4078.3333333333335
52.96 6.68 3771 1510 104.16666129999999 1648 45 348 76 272 15 2405
52.96 6.69 3771 1512 104.16666129999999 2949 402 5965 469 0 268 10053
52.96 6.7 3771 1511 104.16666129999999 1797 268 1609 188 161 0 4023
52.96 6.72 3771 1515 104.16666129999999 217 235 68 11 4 0 533
52.99 6.67 3771 1521 104.16666129999999 965 624 984 227 38 0 2838
53.01 -8.51 3143.5 1518 6 669.0073673 190.5716854 1116.7750505 279.86480927 62.63472592 0 2318.8536384999998
53.01 -8.43 3143.5 1519 6 2473.770506 224.8882278 1799.105822 787.1087973 618.4426264 0 5903.315979
53.01 -7.16 3143 1520 311.3333333333333 115.233542 32.00931722 377.7099432 44.81304411 121.6354054 0 691.401252
53.02 -8.43 3172 1518 148.6666660015 669.0073673 190.5716854 1116.7750505 279.86480927 62.63472592 0 2318.8536384999998
53.02 -8.36 3172 1519 148.6666660015 2473.770506 224.8882278 1799.105822 787.1087973 618.4426264 0 5903.315979
53.06 -8.14 3148.5 1525 712 281.644328 61.60969675 343.2540248 105.616623 132.0207788 0 924.1454513
53.06 -6.79 3144.6666666666665 1523 1.3333333333333333 117.0157189 29.25392972 1989.267221 87.76178915 0 0 2223.298659
53.06 6.61 3767 1521 79.16666767 965 624 984 227 38 0 2838
53.08 -6.76 3149.4 1527.8 170.4 88.016602102 32.306729161999996 1630.215758 66.012451568 133.93352226000002 0 1950.4850634000002
53.08 6.44 3793 1529 8.333333 101 97 133 5 0 5 340
53.09 6.51 3793 1540 8.333333 1592 68 2405 508 508 0 5082
53.1 -6.72 3156.5 1531 424 68.68385757 34.34192879 1390.848116 51.51289318 223.2225371 0 1768.609333
53.1 6.39 3793 1542 8.333333 2277.5 54 696 31.5 45 1711.5 4816.5
53.1 6.58 3767 1540 79.16666767 1592 68 2405 508 508 0 5082
53.1 6.61 3767 1536 79.16666767 1441.5 40 812.5 77.5 32.5 262 2667
53.12 6.42 3793 1550 8.333333 1679.5 105 2754 388 286 90 5302.5
53.12 6.59 3767 1546 79.16666767 1647.5 115.5 655 46 104 62 2630
53.18 6.57 3776.5 1546 304.166668185 1647.5 115.5 655 46 104 62 2630
53.19 -7.91 3157.5 1557 0 46.98080376 2.936300235 155.6239124 17.61780141 0 0 223.1588178
53.19 5.76 3773 1554 591.6666327 902 188 3909 413 75 150 5637
53.2 -8.36 3150.5 1556 338 134.0431749 53.61726996 420.001948 98.29832827 241.2777148 0 947.238436
53.23 5.83 3773 1568 591.6666327 3586 87 2318 87 131 350 6560
53.28 -8.96 3176.5 1572 331 348.7599279 40.24153015 751.1752294 187.7938073 53.65537353 0 1381.625868
53.33 -7.69 3177.5 1576 372.5 94.11162569 94.11162569 470.5581285 177.7664041 209.136946 0 1045.68473
53.37 -8.67 3155 1583 0 122.533625955 0 214.43384542500002 0 0 0 336.9674714
53.41 -9.04 3179.5 1589 31.5 1023.773859 0 754.3596857 71.84377959 17.9609449 0 1867.938269
53.5 -7.08 3158 1596 76 4305.63402 205.0301914 2186.988708 68.34339714 546.7471771 0 7312.743494
53.5 -6.48 3174.6666666666665 1594 357.6666666666667 354.49206395 10.80797483 442.34593155 10.1352672715 52.165223775 0 869.94646145
53.51 -8.74 3180.5 1595 368 492.1839043 63.10050055 542.6643048 126.2010011 126.2010011 0 1350.350712
53.54 -10.17 3161 1597 20 151.8807222 36.81956902 73.63913803 78.24158416 147.2782761 0 487.8592895
53.59 -9.96 3184 1598 0 468.25935814999997 13.27701508 252.64762115 16.17699469 12.717982865 0 763.0789718000001
53.59 -6.17 3185.5 1599 174.5 97.88294433499999 75.568079625 153.528957945 2.4868975765 79.39252479 0 408.85940425
53.6 35.82 4038 1600 123 1202.5 1211 53.5 491.5 126 18 3102.5
53.61 35.82 4038 1601.5 142.5 1275.625 902.75 13.375 248.125 56.25 54.75 2550.875
53.62 35.87 4008.5 1600 334.4 1202.5 1211 53.5 491.5 126 18 3102.5
53.63 35.87 4010 1601.6842105263158 387.81052631578945 1284.6052631578948 864.8947368421053 8.447368421052632 218.23684210526315 47.68421052631579 59.26315789473684 2483.1315789473683
53.63 35.88 4018 1602 672.6666666666666 1300 800 0 167 33 67 2367
53.67 -9.09 3165 1606 0 223.083743 7.967276535 167.3128072 0 7.967276535 0 406.3311033
53.68 -6.93 3188.5 1605 46.5 683.3671236 106.7761131 1067.761131 106.7761131 298.9731166 0 2263.653597
53.69 -8.89 3187.5 1607 359 931.3188623 42.33267556 2751.623911 211.6633778 550.3247823 0 4487.263609
53.72 -9.58 3189.5 1608 13 1470.54593 23.34199889 560.2079733 256.7619878 93.36799556 0 2404.225886
53.81 -6.39 3138.5 1609 279 717.56365955 84.64579077 462.3772892 70.52948149 448.2609799 0 1783.3772009999998
53.93 -6.5 3141 1613 31.5 1318.087703 62.76608111 460.2845948 83.68810814 397.5185137 0 2322.345001
53.95 -6.46 3143 1613 51.5 1318.087703 62.76608111 460.2845948 83.68810814 397.5185137 0 2322.345001
53.96 -8.75 3142 1614 101 577.9457315 44.45736396 637.2222168 163.0103345 163.0103345 0 1585.645981
54.04 -6.91 3144 1615 220 615.458457 21.98065918 879.2263671 153.8646142 593.4777978 0 2264.007895
54.09 -7.6 3145.5 1616 211.5 1080.00521045 8.020735465 1589.446528 74.04349963499999 180.16994110000002 0 2931.685915
54.2 -2.14 3219.5 1621 199.999997893 1264.112918 589.9193616 1116.633077 737.3992021 211 273.8911322 4192.641177
54.91 37.57 3996 1634 34 670 170 392 58 71 0 1361
54.95 -7.67 3148 1635 240 1619.544132 91.67230936 1283.412331 30.55743645 122.2297458 0 3147.415955
55.04 -7.51 3150 1637 242 442.6871679 65.58328413 918.1659778 65.58328413 163.9582103 0 1655.977924
55.17 -7.9 3151 1638 489.5 654.6078586 113.844845 1622.289041 113.844845 426.9181687 0 2931.504758
56.47 32.92 3097 1669 21.666666666666668 5258 674.25 67.25 2156.1666666666665 2343.6666666666665 0 10499.083333333334
56.87 -2.52 3235.8 1682 198.4 2507 2185 948 749 487 0 6876
56.87 -2.51 3234 1682 262 2507 2185 948 749 487 0 6876
56.9 -2.56 3235 1683 226.66666666666666 384.3333333333333 105 309.5 134.16666666666666 23.5 0 956
56.9 -2.55 3236.5 1684 106 190.33333333333334 21.166666666666668 200.5 50.666666666666664 11.666666666666666 0 473.3333333333333
56.9 -2.54 3233.8 1684 323.2 190.33333333333334 21.166666666666668 200.5 50.666666666666664 11.666666666666666 0 473.3333333333333
60.19 24.97 7345.5 1697 148.75 1516.47 5.11 224.445 40.825 78.545 0 1865.395
60.19 24.98 7345.5 1696 148.75 1190.545 224.275 1714.88 118.525 98.26 0 3346.485
60.19 24.99 7345.5 1694.6 148.75 1110.9203333333332 139.773 656.9563333333333 52.129666666666665 64.141 0 2023.92
60.19 25 7345.5 1693 148.75 978.515 270.035 6074.785 106.68 0 0 7430.015
60.19 25.01 7345.5 1700 148.75 1164.6933333333334 253.74 876.2566666666667 67.2 0 0 2361.89
60.2 24.98 7345.5 1701 148.75 1503.3200000000002 154 240.52 24.36 73.08 0 1995.28
60.2 24.99 7345.5 1702 148.75 2604 365.4 6215.16 81.47999999999999 39.48 0 9305.52
60.21 24.95 7345.5 1703.5 148.75 1066.2725 72.06 875.97 142.06 42.0975 0 2198.465
60.21 24.99 7345.5 1707 148.75 2285.2974999999997 501.9375 992.5775000000001 68.72 45.9675 0 3894.495
60.21 25.05 7345.5 1706 148.75 1985.1933333333334 229.05333333333334 322.81333333333333 44.626666666666665 201.86666666666667 0 2783.5466666666666
60.21 25.09 7345.5 1707.5 148.75 1945.2 426.7075 346.98 79.06 12.7775 0 2810.7200000000003
60.22 25.02 7345.5 1710 148.75 730.025 309.59999999999997 225.66 75.22 66.5 0 1407
60.23 25.02 7345.5 1711 148.75 1558.36 605.44 505.71 0 124.99 0 2794.5
60.24 25.02 7345.5 1712 148.75 1118.3366666666666 443.2266666666667 391.0233333333333 85.3 73.55666666666667 0 2111.44
61.68 50.77 39.5 1754 32.925000000000004 492.72727272727275 993.0909090909091 97 277.45454545454544 187.1818181818182 112.36363636363636 2159.6363636363635
62.27 50.68 1 1799 8 127.55555555555556 39.22222222222222 6 91.88888888888889 88 0.8888888888888888 353.44444444444446
68.34 18.96 4720 1920 21 378.27666666666664 116.07666666666667 1026.1466666666665 75.95 18.273333333333333 0 1614.7233333333334
68.34 18.97 4720 1922 21 188.78 60.55 213.71 60.55 7.12 0 530.71
68.35 19.06 4720 1923 21 16124.566 1484.3200000000002 3243.214 1396.874 0 0 22248
